fecha,producto,codigo_producto,kg-fruta,kg-mermelada,agua,E-electrica,combustible,azucar,cant-conserv,devol,precio,ingreso,costo,utilidad,N-dulc,area
4/22/2017 13:26,Mermelada de Papaya Lata 3.2kg,P32,5496.602614,3128.084186,0.793252636,117.8105307,77.56333728,4294.273431,691.8330956,95,18.45,11011.57061,769.6781699,15699.17231,3,21000
7/10/2009 22:09,Mermelada de Guayaba Lata 3.2kg,G32,3854.163078,2416.868563,11.17518565,164.0378682,67.33542255,1578.647126,490.1461306,4,19.5,9479.849547,226.546272,6689.127369,4,21000
10/20/2008 6:15,Mermelada de Guayaba Lata 3.2kg,G32,1057.912043,1458.627685,4.609696006,373.8244335,46.24940659,344.7779443,405.0254347,9,19.5,7722.495976,129.0459121,6010.426703,4,21000
9/5/2013 5:37,Mermelada de Papaya Lata 3.2kg,P32,2540.937681,2686.616128,0.481640078,116.5007704,79.63536609,1105.841244,424.5194272,10,18.45,7647.883432,623.059093,8381.433919,4,21000
12/1/2018 23:51,Mermelada de Guayaba Lata 3.2kg,G32,2775.532617,1860.021418,0.729703431,269.4017743,90.37268353,1232.921371,485.5560463,39,19.5,8707.842902,553.2466912,7201.595474,4,21000
3/15/2019 20:02,Mermelada de Guayaba Lata 3.2kg,G32,8311.961117,5070.909223,0.295467234,495.5066496,105.2228304,3175.582454,1177.525858,213,19.5,18808.25423,1194.977424,18438.21215,4,21000
3/22/2017 5:53,Mermelada de Papaya Lata 3.2kg,P32,746.1024162,1455.10627,0.654797401,115.273869,85.2206921,164.2886439,307.0840524,7,18.45,5536.550767,140.2037254,4448.023185,3,21000
8/26/2014 5:20,Mermelada de Guayaba Lata 3.2kg,G32,2065.899913,1632.805611,11.7950931,335.7409945,97.05779047,1210.924292,791.2961338,17,19.5,15098.77461,265.3617788,11620.24793,3,21000
11/20/2017 15:37,Mermelada de Guayaba Lata 3.2kg,G32,1120.589878,1789.595081,1.850563321,330.2230332,105.7498077,479.3553155,737.1188691,3,19.5,14315.31795,712.5229843,12437.02453,6,21000
2/8/2006 17:06,Mermelada de Papaya Lata 3.2kg,P32,1666.501694,1814.635909,4.91166235,114.9567764,84.61007994,864.4251227,554.6797256,8,18.45,10086.24094,183.2126243,8824.422552,3,21000
9/25/2013 18:49,Mermelada de Papaya Lata 3.2kg,P32,588.4104492,1007.842846,4.9700183,114.6764001,44.82812538,156.2098761,319.4416384,7,18.45,5764.548229,120.4675262,4871.824612,3,21000
12/14/2021 14:50,Mermelada de Papaya Lata 3.2kg,P32,1992.468737,2113.409351,4.40247495,114.5695183,58.40990066,1171.143639,473.4216366,11,18.45,8531.679195,153.2720519,7475.476786,4,21000
12/13/2013 7:17,Mermelada de Guayaba Lata 3.2kg,G32,5274.703497,3435.21398,2.370921061,232.1130497,140.0197038,3069.977366,1139.042815,148,19.5,19325.33489,1077.220783,18863.74975,3,21000
12/28/2021 0:53,Mermelada de Guayaba Lata 3.2kg,G32,3503.556438,3650.163621,0.804792008,377.5254364,106.9687964,1512.966422,852.6545509,138,19.5,13935.76374,1071.533372,11356.03257,3,21000
5/20/2013 9:30,Mermelada de Guayaba Lata 3.2kg,G32,4541.637878,3994.20734,8.448578454,324.4057698,116.2315259,1222.35064,777.6599419,20,19.5,14774.36887,246.5431096,11513.01056,5,21000
3/13/2021 7:24,Mermelada de Guayaba Lata 3.2kg,G32,3078.345858,2272.205874,9.914143561,441.7466989,130.6482819,2385.129704,849.1505366,8,19.5,16402.43546,251.5135807,13000.97039,5,21000
5/15/2009 15:34,Mermelada de Papaya Lata 3.2kg,P32,520.0506703,1185.846804,4.439804023,114.1028636,51.46122595,373.4523526,320.6699156,6,18.45,5805.659943,119.5754176,4934.808942,5,21000
12/18/2006 6:26,Mermelada de Papaya Lata 3.2kg,P32,1862.528085,2418.77519,3.826202124,113.8622129,83.30405325,1331.546948,512.9495466,15,18.45,9187.169134,151.3797894,8189.547188,3,21000
10/1/2013 18:03,Mermelada de Guayaba Lata 3.2kg,G32,5198.880363,3390.425585,1.393732958,154.0535623,126.2690109,3601.247786,689.9863594,46,19.5,12557.73401,843.8931708,9693.420438,6,21000
2/20/2009 10:32,Mermelada de Guayaba Lata 3.2kg,G32,4431.552801,3875.065596,2.589567294,435.8950966,173.4960597,3277.498204,1316.94636,149,19.5,22774.95403,1122.470105,23131.76991,6,21000
8/12/2011 12:16,Mermelada de Guayaba Lata 3.2kg,G32,1082.325529,1202.303267,2.972933142,424.0525218,56.93668888,385.1769957,356.2133284,4,19.5,6868.159905,162.6060329,4871.600279,6,21000
5/16/2009 13:19,Mermelada de Guayaba Lata 3.2kg,G32,3915.107453,2560.315863,3.95376428,113.774119,118.9174499,1238.233645,887.0786428,26,19.5,16791.03353,269.6989159,13189.09186,3,21000
3/23/2021 5:42,Mermelada de Papaya Lata 3.2kg,P32,3912.745688,2426.777789,2.346331172,113.4430525,60.91697541,915.6556848,521.9268881,9,18.45,9463.501086,842.7547309,9560.63277,4,21000
5/20/2009 20:18,Mermelada de Guayaba Lata 3.2kg,G32,2894.274103,2623.481184,10.91769051,244.1407708,92.14114853,1352.375082,711.0327675,17,19.5,13533.63897,225.5341191,10539.49071,5,21000
12/22/2007 11:51,Mermelada de Guayaba Lata 3.2kg,G32,2139.774062,1792.201519,1.870967301,151.6882056,93.67597815,1642.801934,627.3618128,82,19.5,10634.55535,695.5579255,9364.596414,3,21000
5/8/2012 18:18,Mermelada de Papaya Lata 3.2kg,P32,2370.816862,2844.85884,1.087073723,113.093763,41.85640579,1253.566453,309.4789432,5,18.45,5617.636501,142.9315425,4506.603448,6,21000
9/27/2011 0:31,Mermelada de Papaya Lata 3.2kg,P32,5879.159745,4809.71682,1.603546167,112.6444709,138.5753948,2938.464982,855.3546172,69,18.45,14508.24269,1018.626534,19000.32859,6,21000
6/11/2019 3:55,Mermelada de Guayaba Lata 3.2kg,G32,3443.398513,2314.77533,5.743957252,429.9535205,104.8158421,1958.28099,453.9598872,9,19.5,8676.7178,199.0327894,6212.885213,4,21000
11/2/2021 9:05,Mermelada de Guayaba Lata 3.2kg,G32,1006.407913,1566.339927,8.207016939,454.1259841,163.4569358,776.5053337,721.1530478,3,19.5,14003.98443,269.5659566,10541.70129,4,21000
9/1/2020 8:13,Mermelada de Guayaba Lata 3.2kg,G32,3394.446853,3236.975199,2.528666484,405.2246055,127.9825506,1672.655224,937.6866484,106,19.5,16217.88964,1017.134373,14291.84176,6,21000
1/13/2017 0:15,Mermelada de Papaya Lata 3.2kg,P32,4018.874686,2853.030668,1.687335575,111.8717943,126.8316429,2033.248615,773.8453509,128,18.45,11915.84672,919.8972034,16853.30531,4,21000
5/2/2018 1:41,Mermelada de Guayaba Lata 3.2kg,G32,4022.167995,3662.028651,9.042612034,127.6898398,144.8231827,1036.628562,734.0449728,13,19.5,14060.37697,262.1342618,10676.98622,5,21000
10/15/2010 14:33,Mermelada de Papaya Lata 3.2kg,P32,839.1065956,1502.237856,2.247408452,111.762713,98.74846641,449.3434946,568.4883722,1,18.45,10470.16047,172.9168037,9334.520633,4,21000
3/1/2016 1:17,Mermelada de Guayaba Lata 3.2kg,G32,6399.299806,5104.614889,0.951260334,490.6726797,124.4444271,1367.718806,895.4200794,32,19.5,16836.69155,955.45896,14093.81411,5,21000
1/6/2007 22:30,Mermelada de Papaya Lata 3.2kg,P32,1670.486398,1516.895594,2.246300567,111.6941697,77.63508795,915.104492,634.6560331,91,18.45,10030.45381,703.9448193,14401.12055,4,21000
12/9/2007 14:20,Mermelada de Guayaba Lata 3.2kg,G32,946.593795,1580.549033,0.891225632,397.861496,51.25409987,586.2293129,559.5174388,3,19.5,10852.09006,179.1381818,8468.461489,5,21000
9/24/2020 4:28,Mermelada de Guayaba Lata 3.2kg,G32,1637.005106,1661.904682,6.690747192,110.0328294,105.5280209,368.6696271,597.0596156,10,19.5,11447.6625,227.8151271,8543.523452,3,21000
7/30/2018 22:52,Mermelada de Papaya Lata 3.2kg,P32,3315.351407,2691.778275,0.401048647,111.6482151,122.2117798,1402.501419,1036.519825,120,18.45,16909.79077,1142.203385,23751.78554,5,21000
6/28/2018 13:24,Mermelada de Guayaba Lata 3.2kg,G32,1692.515458,2022.471217,1.076755479,110.8026406,90.81203553,1097.719744,607.8356619,84,19.5,10214.79541,727.6058072,8519.027678,5,21000
4/28/2012 1:29,Mermelada de Papaya Lata 3.2kg,P32,4602.163559,3249.27983,1.360994394,111.5446404,76.16031292,3462.23174,477.4207591,79,18.45,7350.863005,682.9725539,9241.625589,5,21000
12/18/2020 4:00,Mermelada de Papaya Lata 3.2kg,P32,1370.218105,1945.725386,0.377775277,111.5178896,56.56538546,417.4803781,688.3330506,64,18.45,11518.94478,939.7880093,14042.90454,5,21000
8/21/2020 2:00,Mermelada de Guayaba Lata 3.2kg,G32,1157.016145,1585.768659,1.396944013,111.6114871,46.75921488,525.1637358,478.5873163,26,19.5,8825.452667,557.0451646,7030.461771,4,21000
7/12/2013 8:27,Mermelada de Guayaba Lata 3.2kg,G32,2833.841799,2950.871944,9.824753715,112.0523505,120.2595669,1146.525714,783.5198175,7,19.5,15142.13644,233.0867175,11977.61096,3,21000
3/13/2012 0:23,Mermelada de Papaya Lata 3.2kg,P32,803.4416637,1494.045621,7.093485937,111.4645959,102.2880731,249.2354667,541.7074828,3,18.45,9939.153058,177.3315898,8723.729557,3,21000
4/11/2016 2:07,Mermelada de Guayaba Lata 3.2kg,G32,2528.150072,2668.182156,0.443600406,113.7044452,109.6671576,1154.802351,883.1016372,106,19.5,15153.48193,754.6774574,15467.56323,3,21000
11/8/2014 17:34,Mermelada de Papaya Lata 3.2kg,P32,2554.886426,3184.246672,2.061438683,111.3470665,81.18747485,721.3062172,674.1135781,6,18.45,12326.69552,199.5968017,11016.5429,5,21000
10/22/2007 9:42,Mermelada de Guayaba Lata 3.2kg,G32,1727.310759,1845.442773,1.895180689,113.7547652,115.2520984,704.2197606,573.1368625,12,19.5,10942.16882,197.2497195,8378.353102,3,21000
1/21/2016 20:52,Mermelada de Papaya Lata 3.2kg,P32,5792.015343,3668.440069,2.47987237,111.1904449,112.363489,4297.352817,867.7163431,164,18.45,12983.56653,975.1443038,19348.04685,4,21000
2/23/2015 14:48,Mermelada de Papaya Lata 3.2kg,P32,691.0622142,1052.767777,3.203380467,110.9976818,53.73516827,267.9500725,283.9217252,4,18.45,5164.55583,119.3529524,4260.541427,5,21000
5/3/2018 8:13,Mermelada de Guayaba Lata 3.2kg,G32,2629.610883,2867.52379,2.823864014,114.0513296,55.51717043,1561.538716,525.7332856,7,19.5,10115.29907,182.9323726,7723.010195,4,21000
8/13/2014 1:46,Mermelada de Guayaba Lata 3.2kg,G32,2001.730759,2562.727676,8.10650278,114.0577896,97.67421193,1198.599713,627.1760206,0,19.5,12229.9324,258.0415686,8987.811075,6,21000
12/12/2013 22:45,Mermelada de Papaya Lata 3.2kg,P32,3009.539354,2166.005959,1.578291574,110.7990035,55.40705004,1790.525873,552.8431275,105,18.45,8262.705702,681.2436979,11724.42809,6,21000
6/2/2007 19:22,Mermelada de Papaya Lata 3.2kg,P32,1564.510321,2117.003379,1.275768759,110.7327779,97.12385402,781.8291152,616.3489991,3,18.45,11316.28903,801.8627368,13261.36545,6,21000
6/7/2013 20:46,Mermelada de Guayaba Lata 3.2kg,G32,2717.129187,3164.610792,1.415923557,114.5291261,55.28987641,914.5604279,501.7549025,3,19.5,9725.720599,166.1810687,7522.812125,5,21000
3/4/2008 16:29,Mermelada de Guayaba Lata 3.2kg,G32,1851.416601,1894.466952,4.224582322,114.9004566,82.13613772,1226.026686,318.7964263,6,19.5,6099.530312,138.0045885,4389.691603,6,21000
4/18/2019 7:22,Mermelada de Papaya Lata 3.2kg,P32,1164.535756,1204.00049,0.813483273,110.6848391,38.70812527,406.546465,381.7495472,2,18.45,7006.379146,128.7669542,6099.139989,4,21000
5/31/2020 0:14,Mermelada de Guayaba Lata 3.2kg,G32,940.3488044,1657.031844,2.043159003,114.985574,71.23373348,378.2620234,341.8365578,9,19.5,6490.312877,151.7855113,4605.588957,5,21000
1/23/2014 11:45,Mermelada de Guayaba Lata 3.2kg,G32,2952.596204,2740.745239,12.37162465,115.3462388,85.34060122,1229.034453,773.5660541,20,19.5,14694.53805,268.3653661,11214.05438,4,21000
10/16/2021 15:46,Mermelada de Papaya Lata 3.2kg,P32,2372.307863,2571.787687,2.986201007,110.5262645,93.99009567,853.2999363,406.4285009,2,18.45,7461.705842,181.7884428,6060.962263,4,21000
11/13/2014 17:57,Mermelada de Guayaba Lata 3.2kg,G32,4782.07037,4544.129964,0.431697928,115.5445921,96.09151603,2808.708659,597.0370591,6,19.5,11525.22265,727.9863544,8549.560182,3,21000
12/6/2013 7:05,Mermelada de Papaya Lata 3.2kg,P32,770.5458057,1483.984036,8.310324488,110.5090687,59.46241258,434.7128358,423.6536569,5,18.45,7724.159969,184.4033604,6310.351672,6,21000
12/20/2020 23:07,Mermelada de Papaya Lata 3.2kg,P32,1300.389475,1250.436829,4.358784848,110.4793109,36.07665619,310.9700917,316.0390634,8,18.45,5683.32072,97.33449643,5026.213196,5,21000
4/28/2017 15:23,Mermelada de Papaya Lata 3.2kg,P32,3310.477129,3248.786105,1.327515165,110.4651842,66.08961554,1673.721583,697.2531178,76,18.45,11462.12002,894.1768316,14743.94146,6,21000
9/6/2010 11:06,Mermelada de Papaya Lata 3.2kg,P32,905.8487493,1463.930909,2.802897648,110.4135762,38.23613385,246.7908422,374.1218169,9,18.45,6736.497521,124.1405807,5859.191217,6,21000
8/1/2012 5:16,Mermelada de Guayaba Lata 3.2kg,G32,573.2690569,978.1931697,5.666828909,115.8491605,40.77728997,376.965744,313.3427738,3,19.5,6051.684088,131.7963946,4407.517329,4,21000
9/3/2010 1:50,Mermelada de Guayaba Lata 3.2kg,G32,1630.111857,1973.545502,1.161295378,116.2902621,124.2308699,628.8704815,866.6935819,16,19.5,16588.52485,261.6429762,13062.79548,4,21000
3/9/2008 9:03,Mermelada de Guayaba Lata 3.2kg,G32,1574.126438,1732.681505,2.469290965,116.5246475,90.85513676,501.5994756,344.5826788,4,19.5,6641.362236,146.143722,4810.859757,3,21000
3/13/2007 10:55,Mermelada de Guayaba Lata 3.2kg,G32,5479.278249,3801.012877,1.231012984,116.5938437,157.7250269,3723.992267,1038.842288,19,19.5,19886.92461,1075.692953,16755.08393,5,21000
10/16/2013 5:18,Mermelada de Guayaba Lata 3.2kg,G32,3162.639567,3549.026534,,116.6971904,56.70481075,1472.843527,447.7714163,1,19.5,8712.042617,182.2374955,6409.584517,6,21000
2/9/2011 5:49,Mermelada de Guayaba Lata 3.2kg,G32,3490.05959,3268.188891,,116.7064483,74.39630224,2554.27229,627.72453,107,19.5,10154.12834,520.7104609,11019.81993,6,21000
9/24/2006 12:24,Mermelada de Guayaba Lata 3.2kg,G32,793.9795405,1293.453616,,116.8378286,123.2774131,436.7279467,779.9381194,2,19.5,15169.79333,236.1228181,11983.00452,3,21000
5/26/2014 16:10,Mermelada de Papaya Lata 3.2kg,P32,2987.374227,2372.702202,,110.4051039,49.3612548,1347.148664,368.9333988,10,18.45,6622.321207,164.7882563,5336.461428,4,21000
10/29/2012 6:17,Mermelada de Papaya Lata 3.2kg,P32,5981.573467,5354.592985,,193.9114869,79.07322332,4428.50984,503.0866934,27,18.45,8783.799494,770.3541398,9535.693832,3,21000
9/24/2008 14:04,Mermelada de Guayaba Lata 3.2kg,G32,576.2477079,941.8992202,,116.8850583,84.83026267,246.6173266,495.3965681,5,19.5,9562.733078,160.0163297,7439.3402,5,21000
4/16/2017 1:15,Mermelada de Guayaba Lata 3.2kg,G32,2959.91539,3220.165242,,117.0773512,72.03242294,1407.408656,503.1591038,65,19.5,8544.102523,561.5051825,7479.028601,6,21000
5/10/2012 23:31,Mermelada de Guayaba Lata 3.2kg,G32,7151.444243,5942.605706,,117.1132309,178.123965,4786.433744,974.5235506,65,19.5,17735.70924,1157.442784,14039.10032,5,21000
3/20/2015 9:38,Mermelada de Papaya Lata 3.2kg,P32,2616.346408,3098.314277,,264.9813481,79.4139959,1616.019852,757.4084384,101,18.45,12110.73569,872.0813758,16909.06551,6,21000
2/23/2014 9:09,Mermelada de Guayaba Lata 3.2kg,G32,674.0542786,1104.214995,,117.3510636,74.191039,525.089046,360.2920731,7,19.5,6889.195426,126.9366509,5238.469523,6,21000
4/6/2010 14:12,Mermelada de Papaya Lata 3.2kg,P32,2076.02428,1666.889962,,485.0851939,54.9783469,1121.022279,571.8100322,8,18.45,10402.29509,196.7777575,9011.687501,6,21000
11/15/2018 19:51,Mermelada de Guayaba Lata 3.2kg,G32,1576.904529,1402.017914,,117.3553129,63.09856949,393.2368718,390.2399281,11,19.5,7395.178598,159.5585365,5389.596465,4,21000
7/24/2018 12:01,Mermelada de Guayaba Lata 3.2kg,G32,1060.158663,1907.1418,,117.7207678,56.06308247,790.8515301,392.2135222,7,19.5,7511.663683,146.8629883,5638.463076,5,21000
6/3/2009 8:37,Mermelada de Papaya Lata 3.2kg,P32,1795.787194,2116.650535,,288.9990869,80.68450015,463.1230447,500.1894575,31,18.45,8656.545491,727.4161756,9844.296608,3,21000
3/5/2016 1:08,Mermelada de Guayaba Lata 3.2kg,G32,3757.70262,3768.625387,,117.7941479,84.31954819,2038.919301,704.4418225,12,19.5,13502.61554,207.7784244,10690.8095,3,21000
10/12/2014 6:13,Mermelada de Papaya Lata 3.2kg,P32,1576.299594,2388.64187,,337.303097,38.32136229,583.4547889,236.1902298,3,18.45,4302.35974,103.4331458,3495.619587,5,21000
9/28/2008 16:09,Mermelada de Guayaba Lata 3.2kg,G32,5821.653973,5449.843945,,117.9358853,103.6826243,3793.349991,1005.068174,75,19.5,18136.3294,841.7541675,17962.62564,5,21000
9/12/2008 14:57,Mermelada de Papaya Lata 3.2kg,P32,2631.116551,2665.02675,,243.6729164,89.87993998,1148.862409,892.2152713,117,18.45,14302.72175,1144.886723,18750.8814,6,21000
1/11/2013 23:25,Mermelada de Papaya Lata 3.2kg,P32,1560.275594,2220.456515,,267.4007175,49.20424089,630.7069277,328.1721663,6,18.45,5944.076467,116.8382796,5095.085803,3,21000
4/29/2019 15:13,Mermelada de Guayaba Lata 3.2kg,G32,2448.865053,3024.277939,,118.0417509,96.51527789,716.4743596,737.2092519,60,19.5,13205.58041,738.3478483,11945.96595,3,21000
12/2/2019 23:14,Mermelada de Papaya Lata 3.2kg,P32,1331.031074,1265.213344,,174.5271414,61.99561436,947.8543782,741.8361909,55,18.45,12672.12772,805.6297045,17279.34006,3,21000
5/19/2012 3:08,Mermelada de Papaya Lata 3.2kg,P32,5427.727711,3877.602712,,441.1672359,79.79000272,3491.100041,543.7928016,29,18.45,9497.927189,934.7120929,9289.013606,5,21000
6/1/2016 20:41,Mermelada de Guayaba Lata 3.2kg,G32,1735.254913,2254.556265,,118.0763505,120.4586572,945.2108355,1186.762788,137,19.5,20470.37436,1142.216073,19528.53845,3,21000
1/16/2018 23:39,Mermelada de Guayaba Lata 3.2kg,G32,3947.600599,2891.223633,,118.3748332,81.05880928,1052.675233,648.9256694,106,19.5,10587.05055,781.8552964,8975.304302,6,21000
8/3/2015 18:56,Mermelada de Papaya Lata 3.2kg,P32,1048.719129,1708.791839,,202.1307745,41.84282943,730.2058424,314.19428,2,18.45,5759.984466,102.8571134,5050.305373,5,21000
8/30/2015 13:51,Mermelada de Guayaba Lata 3.2kg,G32,2854.38385,2357.913999,,118.5492693,51.09728453,1876.3555,571.3668009,6,19.5,11024.65262,171.2225219,8712.776507,5,21000
11/1/2008 16:14,Mermelada de Guayaba Lata 3.2kg,G32,1537.580344,2196.72597,,118.6323953,77.87618495,1014.704823,457.7727663,8,19.5,8770.568942,144.5818699,6845.782304,6,21000
2/27/2012 6:15,Mermelada de Guayaba Lata 3.2kg,G32,2518.148237,3127.228319,8.545627405,119.0042078,82.81217291,1569.677016,486.5210228,11,19.5,9272.659945,222.4944077,6542.741686,5,21000
9/23/2017 15:14,Mermelada de Guayaba Lata 3.2kg,G32,1565.964303,1781.808789,1.842599293,119.1191194,33.90899995,669.0856431,329.7663381,7,19.5,6293.943593,117.4420639,4767.050453,6,21000
4/2/2016 16:34,Mermelada de Guayaba Lata 3.2kg,G32,1051.448138,1189.908411,3.403813144,119.1524927,93.03810352,768.7440326,556.8330269,13,19.5,10604.74402,161.7686924,8410.757372,3,21000
11/13/2018 7:16,Mermelada de Papaya Lata 3.2kg,P32,1681.51233,2444.954899,3.675708023,322.4397078,80.0904831,1150.877863,451.0180056,9,18.45,8155.232204,158.7753932,7025.643588,5,21000
11/11/2007 21:38,Mermelada de Papaya Lata 3.2kg,P32,3229.832182,3047.578884,1.773686416,343.9817896,95.46418792,1955.847267,418.9687119,49,18.45,6825.922734,724.9694797,6963.791225,4,21000
11/27/2008 6:23,Mermelada de Papaya Lata 3.2kg,P32,883.278449,1312.622075,6.694343126,156.8882454,78.68988429,372.0138236,537.2430775,5,18.45,9819.88478,159.4592788,8765.178271,6,21000
5/28/2011 2:33,Mermelada de Papaya Lata 3.2kg,P32,1890.626966,1767.105651,1.250887889,288.0114226,43.17510283,864.686752,342.6134863,7,18.45,6192.068821,108.2089983,5444.793787,3,21000
9/19/2016 1:30,Mermelada de Papaya Lata 3.2kg,P32,1964.80016,2030.908416,1.202557756,353.4756735,64.7397816,822.7359787,457.1186984,0,18.45,8433.839986,205.4853323,6857.437068,6,21000
10/22/2017 10:10,Mermelada de Papaya Lata 3.2kg,P32,4070.871879,3518.272373,1.430097084,309.3598745,61.71772954,1163.150991,435.9029766,11,18.45,7839.459918,734.1856572,7661.091497,3,21000
7/12/2020 17:40,Mermelada de Papaya Lata 3.2kg,P32,1588.670368,2420.176769,2.84593347,428.2676525,54.34875343,532.2292999,458.3006797,5,18.45,8363.39754,203.1588747,6791.71065,6,21000
4/14/2018 14:46,Mermelada de Papaya Lata 3.2kg,P32,706.851473,1331.125899,5.734415314,401.1360345,39.22489856,451.1864847,431.0837078,9,18.45,7787.444409,133.0096895,6894.217693,4,21000
3/18/2010 18:18,Mermelada de Papaya Lata 3.2kg,P32,3622.360421,2434.136376,3.1865847,329.3208284,114.7467902,2541.274879,672.0612488,29,18.45,11864.48004,1067.543214,12390.98577,6,21000
7/26/2020 16:50,Mermelada de Papaya Lata 3.2kg,P32,1480.132236,2046.552907,0.834905906,115.7940044,53.96823516,1011.306758,405.3654753,0,18.45,7478.99302,123.6534072,6662.533521,3,21000
10/24/2011 10:24,Mermelada de Guayaba Lata 3.2kg,G32,2975.055972,3519.783498,4.997463283,119.2212676,121.3361861,1146.34785,503.3514641,6,19.5,9698.353549,225.5310645,6911.056623,4,21000
7/16/2009 10:14,Mermelada de Guayaba Lata 3.2kg,G32,4733.143813,3040.785758,1.822887038,119.4668227,106.023524,2188.422041,649.4612734,70,19.5,11299.49483,733.2158876,9622.885702,4,21000
3/2/2008 14:20,Mermelada de Papaya Lata 3.2kg,P32,657.2954685,1511.940503,4.397861707,114.7073247,88.33276862,180.7035967,461.26642,3,18.45,8455.015449,154.5447742,7382.251347,5,21000
4/19/2012 6:26,Mermelada de Guayaba Lata 3.2kg,G32,4407.921473,3337.983685,1.03474469,119.5164137,176.0372274,1180.977421,756.2371703,29,19.5,14181.12482,973.6541319,10225.80124,4,21000
2/7/2013 17:25,Mermelada de Papaya Lata 3.2kg,P32,552.721599,1521.629631,1.972704216,387.3920048,74.52507425,325.6080057,488.0020906,14,18.45,8745.338572,163.9099013,7596.082653,3,21000
6/25/2011 16:19,Mermelada de Papaya Lata 3.2kg,P32,2338.488034,1658.201824,5.270011471,471.7158539,95.20961175,1595.006652,388.4337272,1,18.45,7148.152267,162.4295512,5912.6116,3,21000
2/23/2016 22:22,Mermelada de Guayaba Lata 3.2kg,G32,676.5401977,1358.574858,1.957207119,119.5364976,47.29302659,431.5786154,267.5905851,3,19.5,5159.516409,123.5879218,3640.787494,5,21000
2/17/2008 6:57,Mermelada de Papaya Lata 3.2kg,P32,1035.00103,1455.637133,1.563882675,273.3328402,89.56436218,699.4353215,635.6566709,80,18.45,10251.86558,705.7819291,14474.28359,4,21000
3/24/2021 22:18,Mermelada de Guayaba Lata 3.2kg,G32,3870.267929,2373.616076,1.230878254,119.6872788,82.00598031,2177.502266,700.7485128,132,19.5,11090.596,903.6204268,9026.586972,4,21000
