income,type
62000.0,Data
75000.0,Data
83175.0,Data
30000.0,Data
48000.0,Data
144444.0,Data
49000.0,Data
43000.0,Data
35000.0,Data
60000.0,Data
45000.0,Data
110000.0,Data
60000.0,Data
32000.0,Data
64000.0,Data
34000.0,Data
100000.0,Data
38000.0,Data
80000.0,Data
70000.0,Data
60000.0,Data
65000.0,Data
98000.0,Data
42300.0,Data
150000.0,Data
43000.0,Data
53000.0,Data
100000.0,Data
70000.0,Data
30000.0,Data
49920.0,Data
36300.0,Data
83000.0,Data
55000.0,Data
30000.0,Data
72000.0,Data
48000.0,Data
28000.0,Data
105000.0,Data
39000.0,Data
85000.0,Data
76000.0,Data
95000.0,Data
108000.0,Data
110000.0,Data
165000.0,Data
71000.0,Data
184000.0,Data
31530.0,Data
80000.0,Data
77000.0,Data
45000.0,Data
68000.0,Data
148000.0,Data
100000.0,Data
80000.0,Data
65000.0,Data
50000.0,Data
24000.0,Data
36208.0,Data
45200.0,Data
43000.0,Data
83000.0,Data
30000.0,Data
50000.0,Data
140000.0,Data
68000.0,Data
46000.0,Data
155000.0,Data
45600.0,Data
49000.0,Data
47000.0,Data
68000.0,Data
85000.0,Data
75000.0,Data
35000.0,Data
36000.0,Data
36000.0,Data
54000.0,Data
35048.0,Data
61000.0,Data
53000.0,Data
60000.0,Data
65000.0,Data
65000.0,Data
118044.0,Data
35364.0,Data
55000.0,Data
40000.0,Data
62000.0,Data
24000.0,Data
32000.0,Data
60500.0,Data
190000.0,Data
136000.0,Data
60000.0,Data
62000.0,Data
75000.0,Data
38533.0,Data
100000.0,Data
17000.0,Data
39600.0,Data
85000.0,Data
102000.0,Data
32000.0,Data
123040.0,Data
67180.0,Data
51000.0,Data
35000.0,Data
48000.0,Data
32000.0,Data
35000.0,Data
109000.0,Data
32000.0,Data
26458.0,Data
35000.0,Data
52000.0,Data
68000.0,Data
98355.0,Data
27000.0,Data
42000.0,Data
51150.0,Data
70000.0,Data
68004.0,Data
83000.0,Data
42000.0,Data
67000.0,Data
22000.0,Data
145000.0,Data
35000.0,Data
88000.0,Data
40000.0,Data
84000.0,Data
90000.0,Data
43000.0,Data
37440.0,Data
80000.0,Data
102000.0,Data
25000.0,Data
70000.0,Data
53000.0,Data
80000.0,Data
78000.0,Data
78000.0,Data
80000.0,Data
110000.0,Data
96000.0,Data
75000.0,Data
116113.0,Data
80000.0,Data
46000.0,Data
35000.0,Data
114000.0,Data
66948.0,Data
66560.0,Data
51000.0,Data
49898.0,Data
34000.0,Data
80004.0,Data
32000.0,Data
123000.0,Data
108000.0,Data
40000.0,Data
45000.0,Data
107000.0,Data
50000.0,Data
92500.0,Data
65000.0,Data
80071.0,Data
130000.0,Data
60000.0,Data
45000.0,Data
77000.0,Data
52000.0,Data
195000.0,Data
80000.0,Data
16800.0,Data
33000.0,Data
84000.0,Data
100000.0,Data
65000.0,Data
67600.0,Data
55000.0,Data
54000.0,Data
50000.0,Data
100000.0,Data
82500.0,Data
33000.0,Data
50000.0,Data
76000.0,Data
110004.0,Data
81600.0,Data
40000.0,Data
85000.0,Data
30000.0,Data
27780.0,Data
75000.0,Data
65000.0,Data
39354.0,Data
145000.0,Data
38000.0,Data
130000.0,Data
50000.0,Data
61289.0,Data
48000.0,Data
111000.0,Data
26000.0,Data
70000.0,Data
108000.0,Data
80000.0,Data
110000.0,Data
41652.0,Data
84012.0,Data
37500.0,Data
40000.0,Data
72400.0,Data
60000.0,Data
40000.0,Data
60000.0,Data
66000.0,Data
46000.0,Data
60000.0,Data
76500.0,Data
20000.0,Data
109000.0,Data
118000.0,Data
100000.0,Data
70000.0,Data
150000.0,Data
94000.0,Data
30000.0,Data
90271.0,Data
40000.0,Data
70000.0,Data
50000.0,Data
30000.0,Data
90000.0,Data
40000.0,Data
54000.0,Data
50000.0,Data
120000.0,Data
100000.0,Data
65000.0,Data
55000.0,Data
25000.0,Data
70000.0,Data
118000.0,Data
56000.0,Data
70000.0,Data
48000.0,Data
65000.0,Data
150000.0,Data
70000.0,Data
90000.0,Data
44700.0,Data
30000.0,Data
51000.0,Data
55000.0,Data
106000.0,Data
56000.0,Data
40000.0,Data
47250.0,Data
62000.0,Data
37000.0,Data
40000.0,Data
42500.0,Data
65000.0,Data
75000.0,Data
53000.0,Data
60000.0,Data
93000.0,Data
79000.0,Data
24600.0,Data
61189.0,Data
67860.0,Data
32000.0,Data
47000.0,Data
58000.0,Data
121571.0,Data
58000.0,Data
60000.0,Data
84000.0,Data
39000.0,Data
55000.0,Data
80815.0,Data
40000.0,Data
78762.0,Data
120000.0,Data
75000.0,Data
50400.0,Data
135000.0,Data
98004.0,Data
73000.0,Data
60012.0,Data
120000.0,Data
70749.0,Data
34000.0,Data
105000.0,Data
52000.0,Data
60000.0,Data
115000.0,Data
106348.0,Data
49500.0,Data
77000.0,Data
68250.0,Data
55000.0,Data
50000.0,Data
40000.0,Data
61500.0,Data
20000.0,Data
52000.0,Data
90000.0,Data
184660.0,Data
35000.0,Data
75000.0,Data
50000.0,Data
24000.0,Data
80000.0,Data
50000.0,Data
45000.0,Data
195000.0,Data
53000.0,Data
58549.0,Data
86000.0,Data
58000.0,Data
87106.0,Data
115500.0,Data
46000.0,Data
55000.0,Data
75000.0,Data
46000.0,Data
58000.0,Data
45000.0,Data
40000.0,Data
77000.0,Data
56500.0,Data
88000.0,Data
55000.0,Data
40000.0,Data
55000.0,Data
70000.0,Data
54080.0,Data
40000.0,Data
50000.0,Data
95000.0,Data
78000.0,Data
63000.0,Data
67500.0,Data
14000.0,Data
51000.0,Data
137000.0,Data
40866.0,Data
44000.0,Data
72000.0,Data
105000.0,Data
37300.0,Data
24000.0,Data
149670.0,Data
48000.0,Data
80000.0,Data
60000.0,Data
25000.0,Data
107000.0,Data
35000.0,Data
98600.0,Data
100000.0,Data
100000.0,Data
35000.0,Data
45000.0,Data
45000.0,Data
48000.0,Data
100000.0,Data
24000.0,Data
35000.0,Data
75000.0,Data
32000.0,Data
120620.0,Data
70000.0,Data
80000.0,Data
62000.0,Data
54000.0,Data
37000.0,Data
180000.0,Data
98000.0,Data
62000.0,Data
48000.0,Data
16094.0,Data
64548.0,Data
65000.0,Data
40000.0,Data
35000.0,Data
40000.0,Data
75000.0,Data
165545.0,Data
37000.0,Data
29586.0,Data
72000.0,Data
55000.0,Data
30000.0,Data
30500.0,Data
65000.0,Data
85000.0,Data
62000.0,Data
32400.0,Data
45996.0,Data
54000.0,Data
135000.0,Data
40000.0,Data
60000.0,Data
41000.0,Data
86000.0,Data
24000.0,Data
105000.0,Data
52000.0,Data
45000.0,Data
131000.0,Data
80000.0,Data
100000.0,Data
60000.0,Data
145000.0,Data
35000.0,Data
80000.0,Data
56000.0,Data
68500.0,Data
132000.0,Data
45000.0,Data
110000.0,Data
87500.0,Data
66000.0,Data
52000.0,Data
40000.0,Data
102000.0,Data
40000.0,Data
53000.0,Data
61000.0,Data
61000.0,Data
60000.0,Data
69000.0,Data
35000.0,Data
81000.0,Data
38000.0,Data
60000.0,Data
85000.0,Data
45000.0,Data
55000.0,Data
55000.0,Data
110000.0,Data
33000.0,Data
38000.0,Data
65000.0,Data
40000.0,Data
22000.0,Data
60000.0,Data
40000.0,Data
25000.0,Data
110000.0,Data
55000.0,Data
66766.0,Data
44100.0,Data
42000.0,Data
60000.0,Data
61000.0,Data
39833.0,Data
60000.0,Data
70000.0,Data
35277.0,Data
110000.0,Data
100000.0,Data
121000.0,Data
63000.0,Data
40000.0,Data
110000.0,Data
82000.0,Data
54000.0,Data
60000.0,Data
47000.0,Data
74500.0,Data
78000.0,Data
95000.0,Data
65000.0,Data
41000.0,Data
125000.0,Data
50000.0,Data
53000.0,Data
86000.0,Data
125000.0,Data
57000.0,Data
38000.0,Data
44000.0,Data
175000.0,Data
48000.0,Data
110000.0,Data
34000.0,Data
125000.0,Data
30000.0,Data
125000.0,Data
84000.0,Data
40000.0,Data
50000.0,Data
85000.0,Data
68000.0,Data
27708.0,Data
72000.0,Data
28800.0,Data
21504.0,Data
73000.0,Data
35000.0,Data
40000.0,Data
74000.0,Data
75000.0,Data
61500.0,Data
80000.0,Data
33000.0,Data
128000.0,Data
117000.0,Data
110000.0,Data
72000.0,Data
60000.0,Data
29400.0,Data
110000.0,Data
75000.0,Data
60000.0,Data
74000.0,Data
44000.0,Data
37000.0,Data
24000.0,Data
40000.0,Data
83000.0,Data
70000.0,Data
40000.0,Data
42000.0,Data
58000.0,Data
50000.0,Data
37000.0,Data
50000.0,Data
65000.0,Data
54000.0,Data
40000.0,Data
140000.0,Data
115000.0,Data
33000.0,Data
70000.0,Data
42500.0,Data
94000.0,Data
28000.0,Data
48000.0,Data
120000.0,Data
20000.0,Data
48758.0,Data
110000.0,Data
147000.0,Data
49899.0,Data
64000.0,Data
60000.0,Data
56000.0,Data
40000.0,Data
70000.0,Data
73000.0,Data
70000.0,Data
65000.0,Data
48000.0,Data
57738.0,Data
34171.0,Data
42000.0,Data
33000.0,Data
43000.0,Data
25000.0,Data
151000.0,Data
70000.0,Data
100500.0,Data
45000.0,Data
35000.0,Data
36068.0,Data
42000.0,Data
40000.0,Data
75000.0,Data
78000.0,Data
72000.0,Data
37800.0,Data
50000.0,Data
49000.0,Data
117000.0,Data
75000.0,Data
43680.0,Data
100000.0,Data
67700.0,Data
26160.0,Data
40000.0,Data
70000.0,Data
100000.0,Data
93000.0,Data
75000.0,Data
70000.0,Data
70000.0,Data
45000.0,Data
48160.0,Data
70000.0,Data
35000.0,Data
60000.0,Data
52000.0,Data
82500.0,Data
38000.0,Data
56000.0,Data
46000.0,Data
21000.0,Data
98750.0,Data
54996.0,Data
43000.0,Data
32000.0,Data
107000.0,Data
85000.0,Data
80000.0,Data
71000.0,Data
87000.0,Data
94000.0,Data
37800.0,Data
140000.0,Data
73000.0,Data
83000.0,Data
45000.0,Data
80000.0,Data
35000.0,Data
138000.0,Data
15600.0,Data
38760.0,Data
110002.0,Data
56000.0,Data
78000.0,Data
61973.0,Data
24000.0,Data
155000.0,Data
117000.0,Data
105000.0,Data
85000.0,Data
50000.0,Data
70000.0,Data
35000.0,Data
100000.0,Data
67842.0,Data
75000.0,Data
34000.0,Data
155000.0,Data
47112.0,Data
100500.0,Data
114000.0,Data
70000.0,Data
62000.0,Data
40000.0,Data
25000.0,Data
40200.0,Data
52000.0,Data
40000.0,Data
27000.0,Data
90000.0,Data
47000.0,Data
104000.0,Data
130000.0,Data
60000.0,Data
62000.0,Data
57000.0,Data
35000.0,Data
75000.0,Data
75160.0,Data
40500.0,Data
73000.0,Data
45000.0,Data
32000.0,Data
150000.0,Data
106000.0,Data
80000.0,Data
44000.0,Data
36000.0,Data
80000.0,Data
97500.0,Data
34650.0,Data
82500.0,Data
98650.0,Data
25000.0,Data
45996.0,Data
30000.0,Data
41000.0,Data
52000.0,Data
21000.0,Data
31000.0,Data
25764.0,Data
70000.0,Data
76800.0,Data
55500.0,Data
72500.0,Data
40000.0,Data
145000.0,Data
64000.0,Data
45000.0,Data
104000.0,Data
52000.0,Data
21324.0,Data
47000.0,Data
24000.0,Data
110016.0,Data
70000.0,Data
55000.0,Data
73000.0,Data
80000.0,Data
104450.0,Data
43000.0,Data
144500.0,Data
67000.0,Data
70000.0,Data
100000.0,Data
50000.0,Data
75000.0,Data
120000.0,Data
44140.0,Data
82400.0,Data
47000.0,Data
140000.0,Data
94000.0,Data
141500.0,Data
52000.0,Data
24000.0,Data
150000.0,Data
25000.0,Data
80000.0,Data
52000.0,Data
103000.0,Data
52000.0,Data
50000.0,Data
85000.0,Data
91000.0,Data
85000.0,Data
39996.0,Data
63000.0,Data
70000.0,Data
45756.0,Data
54000.0,Data
100000.0,Data
46000.0,Data
90000.0,Data
67000.0,Data
120000.0,Data
51000.0,Data
125000.0,Data
35000.0,Data
50000.0,Data
92200.0,Data
81500.0,Data
64700.0,Data
120000.0,Data
120000.0,Data
63000.0,Data
35000.0,Data
76250.0,Data
51000.0,Data
92000.0,Data
67600.0,Data
50000.0,Data
70000.0,Data
78000.0,Data
54000.0,Data
65000.0,Data
55000.0,Data
70000.0,Data
13000.0,Data
80000.0,Data
38160.0,Data
48000.0,Data
13842.0,Data
50820.0,Data
39000.0,Data
57200.0,Data
115000.0,Data
40000.0,Data
22225.0,Data
70000.0,Data
66500.0,Data
110000.0,Data
91000.0,Data
95000.0,Data
42840.0,Data
64435.0,Data
38000.0,Data
62000.0,Data
90000.0,Data
40000.0,Data
32000.0,Data
160000.0,Data
75000.0,Data
110000.0,Data
107000.0,Data
100000.0,Data
45000.0,Data
150000.0,Data
44100.0,Data
100000.0,Data
51000.0,Data
100000.0,Data
50000.0,Data
49000.0,Data
87000.0,Data
48000.0,Data
120000.0,Data
50000.0,Data
40344.0,Data
55000.0,Data
60000.0,Data
90000.0,Data
90000.0,Data
75000.0,Data
40000.0,Data
60000.0,Data
58800.0,Data
95000.0,Data
53249.0,Data
29000.0,Data
72500.0,Data
82000.0,Data
72168.0,Data
60000.0,Data
50000.0,Data
150000.0,Data
65000.0,Data
75000.0,Data
80000.0,Data
57000.0,Data
165000.0,Data
125000.0,Data
85000.0,Data
50000.0,Data
74706.0,Data
93000.0,Data
37000.0,Data
65000.0,Data
78000.0,Data
55500.0,Data
62000.0,Data
73527.0,Data
133000.0,Data
40000.0,Data
80000.0,Data
43387.0,Data
110000.0,Data
42440.0,Data
54000.0,Data
96000.0,Data
86000.0,Data
98450.0,Data
92300.0,Data
95000.0,Data
97000.0,Data
38000.0,Data
23000.0,Data
130000.0,Data
40200.0,Data
95000.0,Data
54000.0,Data
70000.0,Data
118000.0,Data
53000.0,Data
84000.0,Data
22000.0,Data
62000.0,Data
195250.0,Data
86600.0,Mean of 5
73640.0,Mean of 5
116116.0,Mean of 5
59400.0,Mean of 5
51100.0,Mean of 5
61000.0,Mean of 5
88000.0,Mean of 5
69318.0,Mean of 5
57400.0,Mean of 5
77300.0,Mean of 5
58200.0,Mean of 5
83200.0,Mean of 5
88800.0,Mean of 5
51800.0,Mean of 5
74700.0,Mean of 5
81360.0,Mean of 5
51424.0,Mean of 5
61387.6,Mean of 5
60000.0,Mean of 5
85195.0,Mean of 5
71799.2,Mean of 5
68000.0,Mean of 5
64492.6,Mean of 5
42100.0,Mean of 5
84060.0,Mean of 5
74050.4,Mean of 5
48880.0,Mean of 5
107259.4,Mean of 5
59200.0,Mean of 5
50200.0,Mean of 5
72408.0,Mean of 5
72400.0,Mean of 5
67000.0,Mean of 5
45500.0,Mean of 5
58310.0,Mean of 5
72800.0,Mean of 5
53758.0,Mean of 5
44160.0,Mean of 5
76600.0,Mean of 5
107200.0,Mean of 5
41700.0,Mean of 5
83029.4,Mean of 5
54864.0,Mean of 5
52960.0,Mean of 5
49400.0,Mean of 5
67557.2,Mean of 5
51126.0,Mean of 5
64796.2,Mean of 5
34920.0,Mean of 5
75200.0,Mean of 5
67000.0,Mean of 5
48992.0,Mean of 5
53600.0,Mean of 5
63652.4,Mean of 5
72000.0,Mean of 5
57000.0,Mean of 5
86660.8,Mean of 5
52667.2,Mean of 5
56800.0,Mean of 5
87521.4,Mean of 5
101500.0,Mean of 5
49362.4,Mean of 5
64800.0,Mean of 5
68379.8,Mean of 5
52400.0,Mean of 5
95200.0,Mean of 5
71499.0,Mean of 5
54400.0,Mean of 5
67600.0,Mean of 5
55284.6,Mean of 5
64647.0,Mean of 5
61999.2,Mean of 5
51000.0,Mean of 5
70449.8,Mean of 5
74820.0,Mean of 5
78360.0,Mean of 5
79848.8,Mean of 5
94431.2,Mean of 5
73800.0,Mean of 5
58200.0,Mean of 5
38700.0,Mean of 5
54406.0,Mean of 5
73200.0,Mean of 5
72200.0,Mean of 5
75100.0,Mean of 5
67700.0,Mean of 5
91974.6,Mean of 5
56400.0,Mean of 5
113000.0,Mean of 5
91999.2,Mean of 5
86800.0,Mean of 5
49880.0,Mean of 5
62802.6,Mean of 5
58445.2,Mean of 5
59680.0,Mean of 5
52704.0,Mean of 5
52000.0,Mean of 5
70000.0,Mean of 5
82200.0,Mean of 5
68637.6,Mean of 5
35268.0,Mean of 5
50826.4,Mean of 5
73600.0,Mean of 5
81600.0,Mean of 5
109360.0,Mean of 5
92200.0,Mean of 5
69400.0,Mean of 5
68976.0,Mean of 5
70600.0,Mean of 5
98400.0,Mean of 5
61926.2,Mean of 5
104600.0,Mean of 5
96373.4,Mean of 5
51763.8,Mean of 5
75200.0,Mean of 5
57320.0,Mean of 5
59000.0,Mean of 5
77399.2,Mean of 5
85800.0,Mean of 5
64949.6,Mean of 5
62499.4,Mean of 5
87496.8,Mean of 5
97600.0,Mean of 5
77400.0,Mean of 5
68800.0,Mean of 5
63400.0,Mean of 5
89237.8,Mean of 5
112137.2,Mean of 5
56900.0,Mean of 5
65680.0,Mean of 5
50680.0,Mean of 5
85795.4,Mean of 5
56520.0,Mean of 5
58800.0,Mean of 5
79398.6,Mean of 5
70799.2,Mean of 5
66800.0,Mean of 5
79600.0,Mean of 5
59000.0,Mean of 5
75200.0,Mean of 5
55200.0,Mean of 5
105524.4,Mean of 5
85420.0,Mean of 5
49899.0,Mean of 5
55028.0,Mean of 5
69800.0,Mean of 5
63000.0,Mean of 5
64104.2,Mean of 5
82010.0,Mean of 5
63200.0,Mean of 5
73600.0,Mean of 5
77800.0,Mean of 5
51521.2,Mean of 5
101400.0,Mean of 5
94730.2,Mean of 5
62483.2,Mean of 5
66400.0,Mean of 5
54081.2,Mean of 5
86800.0,Mean of 5
67420.0,Mean of 5
45794.4,Mean of 5
77200.0,Mean of 5
54345.2,Mean of 5
72448.2,Mean of 5
98600.0,Mean of 5
88400.0,Mean of 5
63708.8,Mean of 5
56400.0,Mean of 5
83800.0,Mean of 5
69700.0,Mean of 5
63000.0,Mean of 5
67200.0,Mean of 5
56120.0,Mean of 5
62450.4,Mean of 5
61089.8,Mean of 5
63000.0,Mean of 5
57100.0,Mean of 5
75110.6,Mean of 5
72115.2,Mean of 5
61083.2,Mean of 5
73223.6,Mean of 5
69660.0,Mean of 5
64458.2,Mean of 5
53347.4,Mean of 5
49115.4,Mean of 5
63430.8,Mean of 5
61000.0,Mean of 5
77200.0,Mean of 5
51789.6,Mean of 5
66912.0,Mean of 5
111086.0,Mean of 5
67080.0,Mean of 5
62700.0,Mean of 5
58600.0,Mean of 5
69231.2,Mean of 5
69100.0,Mean of 5
78800.0,Mean of 5
74100.0,Mean of 5
75230.0,Mean of 5
69822.2,Mean of 5
47800.0,Mean of 5
65400.0,Mean of 5
60560.0,Mean of 5
65926.8,Mean of 5
57000.0,Mean of 5
70082.4,Mean of 5
77941.8,Mean of 5
67530.0,Mean of 5
59200.0,Mean of 5
70400.0,Mean of 5
71336.8,Mean of 5
81587.2,Mean of 5
82000.0,Mean of 5
68700.0,Mean of 5
96800.0,Mean of 5
73286.0,Mean of 5
38578.4,Mean of 5
48421.2,Mean of 5
84840.0,Mean of 5
53080.0,Mean of 5
73800.0,Mean of 5
68800.0,Mean of 5
63140.0,Mean of 5
77254.2,Mean of 5
79600.0,Mean of 5
57800.0,Mean of 5
68558.6,Mean of 5
64700.0,Mean of 5
62400.0,Mean of 5
92500.0,Mean of 5
75600.0,Mean of 5
80200.0,Mean of 5
64600.0,Mean of 5
106399.2,Mean of 5
75200.0,Mean of 5
70400.0,Mean of 5
85820.0,Mean of 5
57000.0,Mean of 5
81240.0,Mean of 5
68848.4,Mean of 5
72240.0,Mean of 5
62000.0,Mean of 5
63080.0,Mean of 5
42376.0,Mean of 5
90800.0,Mean of 5
70640.0,Mean of 5
70739.2,Mean of 5
59700.0,Mean of 5
60600.0,Mean of 5
68400.0,Mean of 5
55000.0,Mean of 5
57900.0,Mean of 5
73100.0,Mean of 5
66668.0,Mean of 5
86800.0,Mean of 5
73727.4,Mean of 5
62000.0,Mean of 5
63000.0,Mean of 5
88756.0,Mean of 5
68600.0,Mean of 5
67768.0,Mean of 5
83000.0,Mean of 5
70300.0,Mean of 5
71000.0,Mean of 5
88200.0,Mean of 5
66400.0,Mean of 5
72773.4,Mean of 5
68185.6,Mean of 5
62600.0,Mean of 5
63860.0,Mean of 5
65112.0,Mean of 5
69000.0,Mean of 5
108917.6,Mean of 5
64936.0,Mean of 5
68500.0,Mean of 5
78136.0,Mean of 5
78000.0,Mean of 5
58200.0,Mean of 5
62940.0,Mean of 5
85400.0,Mean of 5
49140.0,Mean of 5
45004.0,Mean of 5
69600.0,Mean of 5
63200.0,Mean of 5
51400.0,Mean of 5
72000.0,Mean of 5
49837.0,Mean of 5
76400.0,Mean of 5
45872.4,Mean of 5
57600.0,Mean of 5
52100.0,Mean of 5
109440.0,Mean of 5
65480.0,Mean of 5
68765.6,Mean of 5
91400.0,Mean of 5
85800.0,Mean of 5
64040.0,Mean of 5
83720.0,Mean of 5
83662.0,Mean of 5
91400.8,Mean of 5
91400.0,Mean of 5
90840.0,Mean of 5
65980.0,Mean of 5
61300.0,Mean of 5
81400.0,Mean of 5
79403.2,Mean of 5
78300.0,Mean of 5
83650.0,Mean of 5
81800.0,Mean of 5
53000.0,Mean of 5
80020.0,Mean of 5
74600.0,Mean of 5
57054.0,Mean of 5
53200.0,Mean of 5
51800.0,Mean of 5
95560.0,Mean of 5
58068.6,Mean of 5
83859.0,Mean of 5
42720.0,Mean of 5
56200.0,Mean of 5
75108.0,Mean of 5
92020.0,Mean of 5
65728.0,Mean of 5
51840.0,Mean of 5
76217.6,Mean of 5
80399.2,Mean of 5
78708.8,Mean of 5
61036.0,Mean of 5
61432.2,Mean of 5
62496.0,Mean of 5
67800.0,Mean of 5
71200.0,Mean of 5
90120.0,Mean of 5
69100.0,Mean of 5
51600.0,Mean of 5
64377.6,Mean of 5
64036.4,Mean of 5
71040.0,Mean of 5
72236.8,Mean of 5
72107.4,Mean of 5
56900.0,Mean of 5
37920.0,Mean of 5
91244.6,Mean of 5
77585.0,Mean of 5
87020.0,Mean of 5
45448.0,Mean of 5
86000.0,Mean of 5
92400.0,Mean of 5
51280.0,Mean of 5
98771.2,Mean of 5
73484.8,Mean of 5
59731.0,Mean of 5
75011.2,Mean of 5
53846.4,Mean of 5
46800.0,Mean of 5
76340.0,Mean of 5
75321.4,Mean of 5
58474.0,Mean of 5
73000.0,Mean of 5
47000.0,Mean of 5
63200.0,Mean of 5
75543.2,Mean of 5
70670.2,Mean of 5
66400.0,Mean of 5
86304.0,Mean of 5
52566.2,Mean of 5
58300.0,Mean of 5
78132.6,Mean of 5
71400.0,Mean of 5
77600.0,Mean of 5
58000.0,Mean of 5
40400.0,Mean of 5
63280.0,Mean of 5
39600.0,Mean of 5
88800.0,Mean of 5
47322.2,Mean of 5
66000.0,Mean of 5
84796.6,Mean of 5
61700.0,Mean of 5
73000.0,Mean of 5
73000.0,Mean of 5
55200.0,Mean of 5
71640.0,Mean of 5
59800.0,Mean of 5
66800.0,Mean of 5
54968.0,Mean of 5
83031.6,Mean of 5
67600.0,Mean of 5
89800.0,Mean of 5
50600.0,Mean of 5
72000.0,Mean of 5
57194.6,Mean of 5
56167.2,Mean of 5
57719.6,Mean of 5
73400.0,Mean of 5
65400.0,Mean of 5
69600.0,Mean of 5
56500.0,Mean of 5
82400.0,Mean of 5
86300.0,Mean of 5
92400.0,Mean of 5
73000.0,Mean of 5
58360.0,Mean of 5
57200.0,Mean of 5
93786.6,Mean of 5
55717.8,Mean of 5
71133.6,Mean of 5
79210.4,Mean of 5
73200.0,Mean of 5
61600.0,Mean of 5
58360.0,Mean of 5
77487.2,Mean of 5
61200.0,Mean of 5
87600.0,Mean of 5
56800.0,Mean of 5
57348.0,Mean of 5
73080.0,Mean of 5
64840.0,Mean of 5
92400.0,Mean of 5
42700.0,Mean of 5
51200.0,Mean of 5
74533.6,Mean of 5
87568.0,Mean of 5
83145.6,Mean of 5
68960.8,Mean of 5
58878.0,Mean of 5
51000.0,Mean of 5
53892.4,Mean of 5
56382.6,Mean of 5
82400.0,Mean of 5
61580.0,Mean of 5
67800.0,Mean of 5
59400.0,Mean of 5
59920.0,Mean of 5
67000.0,Mean of 5
62500.0,Mean of 5
66223.2,Mean of 5
72276.8,Mean of 5
78468.0,Mean of 5
68400.0,Mean of 5
69000.0,Mean of 5
86000.0,Mean of 5
65284.0,Mean of 5
123400.0,Mean of 5
97640.0,Mean of 5
54420.8,Mean of 5
81600.0,Mean of 5
68046.8,Mean of 5
62699.2,Mean of 5
79856.2,Mean of 5
68400.0,Mean of 5
66140.6,Mean of 5
77200.0,Mean of 5
52222.4,Mean of 5
64540.0,Mean of 5
80787.6,Mean of 5
73200.0,Mean of 5
71049.6,Mean of 5
67860.0,Mean of 5
85600.0,Mean of 5
65900.0,Mean of 5
67221.0,Mean of 5
93003.0,Mean of 5
69000.0,Mean of 5
93910.0,Mean of 5
76400.0,Mean of 5
74000.0,Mean of 5
62956.0,Mean of 5
57600.0,Mean of 5
75200.0,Mean of 5
59260.8,Mean of 5
97948.2,Mean of 5
70000.0,Mean of 5
102537.4,Mean of 5
76917.8,Mean of 5
56200.0,Mean of 5
44400.0,Mean of 5
74480.0,Mean of 5
62752.0,Mean of 5
69800.0,Mean of 5
41226.4,Mean of 5
74600.0,Mean of 5
58920.0,Mean of 5
45334.8,Mean of 5
68800.0,Mean of 5
75691.6,Mean of 5
52000.0,Mean of 5
92130.0,Mean of 5
62072.6,Mean of 5
53868.0,Mean of 5
92400.0,Mean of 5
58400.0,Mean of 5
52000.0,Mean of 5
53620.0,Mean of 5
69193.2,Mean of 5
44400.0,Mean of 5
64460.0,Mean of 5
45844.0,Mean of 5
82349.8,Mean of 5
